X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8476517.61270364,5314663.53920473,2024/12/21 00:00:00+00,140,140,200 W NEWELL ST     ,,,AGGRAVATED ASSAULT,43.0176815020001,-76.145853276,51
-8473266.66323007,5322855.42529236,2024/04/21 00:00:00+00,2200,300,300 VILLAGE DR     ,,Of Bicycle,MV THEFT,43.0714620000001,-76.1166494999999,52
-8476638.91065095,5312168.64888561,2024/10/06 00:00:00+00,800,2018,200 W SENECA TPKE   ,,Of Bicycle,MV THEFT,43.0012929480001,-76.146942914,53
-8473266.66323007,5322855.42529236,2024/09/24 00:00:00+00,2300,300,300 VILLAGE DR     ,,From Building,BURGLARY,43.0714620000001,-76.1166494999999,54
-8476638.91065095,5312168.64888561,2024/04/29 00:00:00+00,717,730,200 W SENECA TPKE   ,Yes,,AGGRAVATED ASSAULT,43.0012929480001,-76.146942914,55
-8477382.46095206,5319678.8471358,2024/08/03 00:00:00+00,325,330,200 W WATER ST     ,,All Other,LARCENY,43.0506130640001,-76.15362234,56
-8473266.66323007,5322855.42529236,2024/10/20 00:00:00+00,1815,1820,300 VILLAGE DR     ,Yes,Of Bicycle,ROBBERY,43.0714620000001,-76.1166494999999,57
-8477383.85901354,5319534.9916602,2024/06/08 00:00:00+00,2100,2330,200 W WASHINGTON ST   ,,Of Bicycle,MV THEFT,43.0496687250001,-76.1536348989999,58
-8477382.46095206,5319678.8471358,2024/05/19 00:00:00+00,1820,1820,200 W WATER ST     ,,From Building,LARCENY,43.0506130640001,-76.15362234,59
-8477378.33367062,5319958.65521991,2024/11/01 00:00:00+00,430,430,200 W WILLOW ST     ,,Purse Snatch,ROBBERY,43.052449822,-76.153585264,60
-8473266.66323007,5322855.42529236,2024/08/30 00:00:00+00,2300,700,300 VILLAGE DR     ,,Of MV Parts/Accessories,LARCENY,43.0714620000001,-76.1166494999999,61
-8477378.33367062,5319958.65521991,2024/12/07 00:00:00+00,1200,1530,200 W WILLOW ST     ,,From Building,LARCENY,43.052449822,-76.153585264,62
-8479531.97497473,5319627.79256042,2024/05/15 00:00:00+00,2008,2008,200 WALL ST     ,,All Other,LARCENY,43.0502779180001,-76.1729317529999,63
-8473266.66323007,5322855.42529236,2024/02/26 00:00:00+00,1607,1607,300 VILLAGE DR     ,,From Motor Vehicle,LARCENY,43.0714620000001,-76.1166494999999,64
-8477378.33367062,5319958.65521991,2024/07/01 00:00:00+00,552,552,200 W WILLOW ST     ,,,BURGLARY,43.052449822,-76.153585264,65
-8479531.97497473,5319627.79256042,2024/08/14 00:00:00+00,917,917,200 WALL ST     ,Yes,,AGGRAVATED ASSAULT,43.0502779180001,-76.1729317529999,66
-8477378.33367062,5319958.65521991,2024/05/12 00:00:00+00,1748,1748,200 W WILLOW ST     ,,All Other,LARCENY,43.052449822,-76.153585264,67
-8479531.97497473,5319627.79256042,2024/06/27 00:00:00+00,0,1432,200 WALL ST     ,,From Mailbox,LARCENY,43.0502779180001,-76.1729317529999,68
-8479531.97497473,5319627.79256042,2024/02/12 00:00:00+00,1400,1500,200 WALL ST     ,,,ROBBERY,43.0502779180001,-76.1729317529999,69
-8477642.35400311,5321881.71958129,2024/05/25 00:00:00+00,535,535,300 W  KIRKPATRICK ST     ,,All Other,LARCENY,43.065072,-76.155956999,70
-8479531.97497473,5319627.79256042,2024/09/13 00:00:00+00,600,600,200 WALL ST     ,,From Motor Vehicle,LARCENY,43.0502779180001,-76.1729317529999,71
-8479531.97497473,5319627.79256042,2024/11/25 00:00:00+00,1838,1838,200 WALL ST     ,,From Building,BURGLARY,43.0502779180001,-76.1729317529999,72
-8478369.30612287,5322776.71928119,2024/09/01 00:00:00+00,135,135,200 WASHINGTON SQ     ,,,BURGLARY,43.070945512,-76.162487321,73
-8475933.55863122,5320351.81984785,2024/01/14 00:00:00+00,1002,1518,200 WAYNE ST   ,,All Other,LARCENY,43.0550305990001,-76.1406066289999,74
-8478369.30612287,5322776.71928119,2024/04/14 00:00:00+00,1200,1530,200 WASHINGTON SQ     ,,All Other,LARCENY,43.070945512,-76.162487321,75
-8473631.47111634,5319142.49249313,2024/04/24 00:00:00+00,1700,930,200 WESTCOTT ST     ,,From Motor Vehicle,LARCENY,43.047092091,-76.1199266249999,76
-8473087.95069692,5319641.52617203,2024/01/13 00:00:00+00,43,43,200 WESTMORELAND AV   ,Yes,,AGGRAVATED ASSAULT,43.050368072,-76.1150440979999,77
-8473087.95069692,5319641.52617203,2024/08/17 00:00:00+00,2301,2301,200 WESTMORELAND AV   ,,,AGGRAVATED ASSAULT,43.050368072,-76.1150440979999,78
-8476795.26844924,5314110.79702479,2024/11/21 00:00:00+00,1040,1040,300 W  OSTRANDER AV   ,,,BURGLARY,43.0140510000001,-76.1483474999999,79
-8480358.6959636,5318969.0104083,2024/08/24 00:00:00+00,342,342,200 WHITTIER AV   ,,Of Bicycle,MV THEFT,43.045953201,-76.180358314,80
-8473087.95069692,5319641.52617203,2024/09/25 00:00:00+00,836,836,200 WESTMORELAND AV ,,,AGGRAVATED ASSAULT,43.050368072,-76.1150440979999,81
-8480358.6959636,5318969.0104083,2024/01/10 00:00:00+00,451,500,200 WHITTIER AV   ,,From Motor Vehicle,LARCENY,43.045953201,-76.180358314,82
-8476795.26844924,5314110.79702479,2024/05/18 00:00:00+00,45,45,300 W  OSTRANDER AVE    ,,All Other,LARCENY,43.0140510000001,-76.1483474999999,83
-8480358.6959636,5318969.0104083,2024/09/30 00:00:00+00,918,918,200 WHITTIER AV   ,,From Motor Vehicle,LARCENY,43.045953201,-76.180358314,84
-8480358.6959636,5318969.0104083,2024/06/20 00:00:00+00,0,600,200 WHITTIER AV   ,,From Building,LARCENY,43.045953201,-76.180358314,85
-8480358.6959636,5318969.0104083,2024/09/30 00:00:00+00,100,940,200 WHITTIER AVE    ,,From Motor Vehicle,LARCENY,43.045953201,-76.180358314,86
-8475565.87124369,5321754.08358275,2024/11/19 00:00:00+00,2051,2051,200 WHITWELL DR   ,Yes,Of Bicycle,ROBBERY,43.0642343320001,-76.1373036369999,87
-8473087.95069692,5319641.52617203,2024/10/21 00:00:00+00,1545,1550,200 WESTMORELAND AV   ,,,AGGRAVATED ASSAULT,43.050368072,-76.1150440979999,88
-8481252.79919684,5319144.31401955,2024/02/28 00:00:00+00,5,5,200 WILLIS AV   ,,Of Bicycle,MV THEFT,43.047104049,-76.1883901799999,89
-8478322.96726976,5319721.5900533,2024/07/23 00:00:00+00,1600,2100,200 WILKINSON ST     ,,All Other,LARCENY,43.0508936470001,-76.162071052,90
-8478322.96726976,5319721.5900533,2024/08/30 00:00:00+00,107,107,200 WILKINSON ST     ,,From Motor Vehicle,LARCENY,43.0508936470001,-76.162071052,91
-8476769.7206261,5319449.27024237,2024/01/25 00:00:00+00,1445,1510,300 W  WASHINGTON ST   ,,All Other,LARCENY,43.0491060000001,-76.148118,92
-8478322.96726976,5319721.5900533,2024/07/26 00:00:00+00,800,800,200 WILKINSON ST     ,,All Other,LARCENY,43.0508936470001,-76.162071052,93
,,2024/05/25 00:00:00+00,1320,1320,200 WINDING RIDGE RD     ,,All Other,LARCENY,,,94
,,2024/01/27 00:00:00+00,1505,1100,200 WINDING RIDGE RD     ,,From Mailbox,LARCENY,,,95
-8476769.7206261,5319449.27024237,2024/06/03 00:00:00+00,1422,1422,300 W  WASHINGTON ST     ,,All Other,LARCENY,43.0491060000001,-76.148118,96
,,2024/10/05 00:00:00+00,1707,2000,200 WINDING RIDGE RD     ,,All Other,LARCENY,,,97
-8478664.61268694,5322616.28641359,2024/08/20 00:00:00+00,1753,1753,200 WOLF ST     ,Yes,Shoplifting,LARCENY,43.069892699,-76.165140105,98
-8478664.61268694,5322616.28641359,2024/07/30 00:00:00+00,1730,1815,200 WOLF ST     ,,From Motor Vehicle,LARCENY,43.069892699,-76.165140105,99
-8472515.41206923,5322043.88268922,2024/07/20 00:00:00+00,1249,1249,200 WOODBINE AV   ,Yes,All Other,LARCENY,43.066136251,-76.1099008959999,100
-8478664.61268694,5322616.28641359,2024/09/22 00:00:00+00,2259,2259,200 WOLF ST     ,Yes,,AGGRAVATED ASSAULT,43.069892699,-76.165140105,101
-8478664.61268694,5322616.28641359,2024/05/08 00:00:00+00,348,348,200 WOLF ST     ,,From Building,BURGLARY,43.069892699,-76.165140105,102
-8475602.27204926,5322538.17762314,2024/06/10 00:00:00+00,2344,2344,200 WOODRUFF AV   ,Yes,,AGGRAVATED ASSAULT,43.069380117,-76.137630631,103
-8473598.35701874,5318897.86904626,2024/10/05 00:00:00+00,1300,2300,2000 E GENESEE ST     ,,,LARCENY,43.0454861600001,-76.119629156,104
-8473073.01451556,5319740.45770209,2024/11/12 00:00:00+00,1810,1810,2000 ERIE BLVD E ,,Shoplifting,LARCENY,43.051017502,-76.114909924,105
-8473598.35701874,5318897.86904626,2024/04/24 00:00:00+00,100,640,2000 E GENESEE ST     ,,From Motor Vehicle,LARCENY,43.0454861600001,-76.119629156,106
-8473073.01451556,5319740.45770209,2024/05/16 00:00:00+00,401,401,2000 ERIE BLVD E ,,From Building,BURGLARY,43.051017502,-76.114909924,107
-8473073.01451556,5319740.45770209,2024/07/21 00:00:00+00,1435,1435,2000 ERIE BLVD E ,,Shoplifting,LARCENY,43.051017502,-76.114909924,108
-8473598.35701874,5318897.86904626,2024/05/25 00:00:00+00,59,59,2000 E GENESEE ST     ,,All Other,BURGLARY,43.0454861600001,-76.119629156,109
-8473073.01451556,5319740.45770209,2024/11/29 00:00:00+00,1042,1042,2000 ERIE BLVD E ,,Shoplifting,LARCENY,43.051017502,-76.114909924,110
-8473073.01451556,5319740.45770209,2024/05/23 00:00:00+00,1157,1157,2000 ERIE BLVD E ,Yes,Shoplifting,LARCENY,43.051017502,-76.114909924,111
-8473073.01451556,5319740.45770209,2024/07/16 00:00:00+00,1221,1221,2000 ERIE BLVD E ,,From Building,LARCENY,43.051017502,-76.114909924,112
-8473073.01451556,5319740.45770209,2024/09/16 00:00:00+00,1115,1115,2000 ERIE BLVD E ,Yes,All Other,LARCENY,43.051017502,-76.114909924,113
-8473073.01451556,5319740.45770209,2024/09/12 00:00:00+00,2300,500,2000 ERIE BLVD E ,,From Motor Vehicle,LARCENY,43.051017502,-76.114909924,114
-8473073.01451556,5319740.45770209,2024/10/03 00:00:00+00,1955,2000,2000 ERIE BLVD E ,,Shoplifting,BURGLARY,43.051017502,-76.114909924,115
-8473073.01451556,5319740.45770209,2024/10/06 00:00:00+00,1100,1100,2000 ERIE BLVD E ,,Shoplifting,BURGLARY,43.051017502,-76.114909924,116
-8473073.01451556,5319740.45770209,2024/05/18 00:00:00+00,1314,1314,2000 ERIE BLVD E ,Yes,All Other,LARCENY,43.051017502,-76.114909924,117
-8473073.01451556,5319740.45770209,2024/12/29 00:00:00+00,1205,1205,2000 ERIE BLVD E ,,Shoplifting,LARCENY,43.051017502,-76.114909924,118
-8476147.81981926,5323018.61611105,2024/08/25 00:00:00+00,320,320,2000 GRANT BLVD   ,,,AGGRAVATED ASSAULT,43.0725328840001,-76.14253137,119
-8477361.82688257,5321634.62887654,2024/09/26 00:00:00+00,1458,1458,2000 LODI ST     ,Yes,,BURGLARY,43.0634503470001,-76.153436981,120
-8477361.82688257,5321634.62887654,2024/02/03 00:00:00+00,1930,100,2000 LODI ST     ,,All Other,LARCENY,43.0634503470001,-76.153436981,121
-8482157.58464842,5321118.79608247,2024/12/23 00:00:00+00,2126,2126,2000 ERIE BLVD W ,,From Motor Vehicle,LARCENY,43.060064805,-76.196518006,122
-8478763.17140186,5322900.26025645,2024/04/23 00:00:00+00,2330,2330,2000 PARK ST     ,,From Building,BURGLARY,43.071756216,-76.1660254729999,123
-8478763.17140186,5322900.26025645,2024/03/02 00:00:00+00,2217,2217,2000 PARK ST     ,,From Building,BURGLARY,43.071756216,-76.1660254729999,124
-8476738.16143914,5315782.59678606,2024/01/29 00:00:00+00,1909,1909,300 W COLVIN ST     ,,,AGGRAVATED ASSAULT,43.0250310000001,-76.1478344989999,125
-8478763.17140186,5322900.26025645,2024/11/12 00:00:00+00,2111,2111,2000 PARK ST     ,,Purse Snatch,LARCENY,43.071756216,-76.1660254729999,126
-8477665.39724903,5319413.6246224,2024/08/04 00:00:00+00,0,1200,300 W FAYETTE ST     ,,From Motor Vehicle,LARCENY,43.0488720000001,-76.156164,127
-8479775.5660656,5316198.25641948,2024/05/11 00:00:00+00,1007,1007,2000 S GEDDES ST     ,,All Other,LARCENY,43.027760653,-76.175119969,128
-8477665.39724903,5319413.6246224,2024/09/23 00:00:00+00,30,1820,300 W FAYETTE ST     ,,From Motor Vehicle,LARCENY,43.0488720000001,-76.156164,129
-8477665.39724903,5319413.6246224,2024/07/11 00:00:00+00,1545,1545,300 W FAYETTE ST     ,,From Motor Vehicle,LARCENY,43.0488720000001,-76.156164,130
-8476538.15070441,5316074.36409835,2024/11/28 00:00:00+00,335,335,2000 S SALINA ST     ,,,BURGLARY,43.0269470600001,-76.1460377719999,131
-8476538.15070441,5316074.36409835,2024/11/14 00:00:00+00,700,712,2000 S SALINA ST     ,,,AGGRAVATED ASSAULT,43.0269470600001,-76.1460377719999,132
-8477665.39724903,5319413.6246224,2024/08/31 00:00:00+00,1115,1315,300 W FAYETTE ST   ,,From Motor Vehicle,LARCENY,43.0488720000001,-76.156164,133
-8476538.15070441,5316074.36409835,2024/12/18 00:00:00+00,1347,1503,2000 S SALINA ST     ,,All Other,LARCENY,43.0269470600001,-76.1460377719999,134
-8477665.39724903,5319413.6246224,2024/02/03 00:00:00+00,1853,1020,300 W FAYETTE ST     ,,From Building,BURGLARY,43.0488720000001,-76.156164,135
-8477665.39724903,5319413.6246224,2024/03/23 00:00:00+00,0,1025,300 W FAYETTE ST     ,,From Building,LARCENY,43.0488720000001,-76.156164,136
-8476538.15070441,5316074.36409835,2024/09/29 00:00:00+00,1225,1234,2000 S SALINA ST     ,,,AGGRAVATED ASSAULT,43.0269470600001,-76.1460377719999,137
-8477665.39724903,5319413.6246224,2024/03/24 00:00:00+00,200,200,300 W FAYETTE ST     ,,,AGGRAVATED ASSAULT,43.0488720000001,-76.156164,138
-8476538.15070441,5316074.36409835,2024/09/20 00:00:00+00,2230,2300,2000 S SALINA ST     ,,Of Bicycle,MV THEFT,43.0269470600001,-76.1460377719999,139
-8477665.39724903,5319413.6246224,2024/04/16 00:00:00+00,1545,1545,300 W FAYETTE ST     ,,From Motor Vehicle,LARCENY,43.0488720000001,-76.156164,140
-8476538.15070441,5316074.36409835,2024/05/12 00:00:00+00,1215,1215,2000 S SALINA ST     ,,,BURGLARY,43.0269470600001,-76.1460377719999,141
-8478247.61065366,5314786.91205921,2024/06/24 00:00:00+00,1430,550,2000 SOUTH AV   ,,Of Bicycle,MV THEFT,43.018491806,-76.161394112,142
-8477665.39724903,5319413.6246224,2024/02/04 00:00:00+00,134,134,300 W FAYETTE ST   ,Yes,,ROBBERY,43.0488720000001,-76.156164,143
-8476538.15070441,5316074.36409835,2024/05/15 00:00:00+00,1712,1712,2000 S SALINA ST     ,,From Building,LARCENY,43.0269470600001,-76.1460377719999,144
-8477665.39724903,5319413.6246224,2024/10/20 00:00:00+00,2200,915,300 W FAYETTE ST     ,,Of Bicycle,MV THEFT,43.0488720000001,-76.156164,145
-8478247.61065366,5314786.91205921,2024/10/19 00:00:00+00,508,508,2000 SOUTH AV   ,,,BURGLARY,43.018491806,-76.161394112,146
-8476538.15070441,5316074.36409835,2024/09/04 00:00:00+00,858,858,2000 S SALINA ST     ,,All Other,LARCENY,43.0269470600001,-76.1460377719999,147
-8478247.61065366,5314786.91205921,2024/10/21 00:00:00+00,231,231,2000 SOUTH AV   ,,From Building,BURGLARY,43.018491806,-76.161394112,148
-8478247.61065366,5314786.91205921,2024/06/30 00:00:00+00,2258,2258,2000 SOUTH AV ,Yes,,MURDER,43.018491806,-76.161394112,149
-8477294.31127744,5311395.7545741,2024/09/21 00:00:00+00,740,740,2000 VALLEY DR     ,,From Building,LARCENY,42.9962150360001,-76.1528304779999,150
-8477294.31127744,5311395.7545741,2024/06/26 00:00:00+00,0,735,2000 VALLEY DR     ,,From Motor Vehicle,LARCENY,42.9962150360001,-76.1528304779999,151
-8477327.26429575,5316454.14151116,2024/05/28 00:00:00+00,542,542,300 W KENNEDY ST     ,,,AGGRAVATED ASSAULT,43.0294410000001,-76.1531265,152
,,2024/08/25 00:00:00+00,2000,1015,2100 BRIGHTON PL   ,,Of Bicycle,MV THEFT,,,153
-8477327.26429575,5316454.14151116,2024/05/06 00:00:00+00,2307,2307,300 W KENNEDY ST     ,Yes,All Other,LARCENY,43.0294410000001,-76.1531265,154
-8472799.93667269,5319861.31941243,2024/05/26 00:00:00+00,559,559,2100 ERIE BLVD E ,Yes,Of Bicycle,MV THEFT,43.051810882,-76.1124568239999,155
-8476244.65519714,5315904.45085619,2024/03/15 00:00:00+00,2200,301,2000 S STATE ST   ,,Of Bicycle,MV THEFT,43.0258312330001,-76.1434012569999,156
-8472799.93667269,5319861.31941243,2024/08/30 00:00:00+00,1730,1730,2100 ERIE BLVD E ,,All Other,LARCENY,43.051810882,-76.1124568239999,157
-8477327.26429575,5316454.14151116,2024/04/09 00:00:00+00,1300,1702,300 W KENNEDY ST     ,,Of Bicycle,BURGLARY,43.0294410000001,-76.1531265,158
-8472799.93667269,5319861.31941243,2024/05/14 00:00:00+00,1730,1100,2100 ERIE BLVD E ,,All Other,LARCENY,43.051810882,-76.1124568239999,159
-8476249.5039402,5323061.34703503,2024/03/11 00:00:00+00,700,2000,2100 GRANT BLVD   ,,All Other,LARCENY,43.0728132880001,-76.143444814,160
-8472799.93667269,5319861.31941243,2024/07/30 00:00:00+00,2200,600,2100 ERIE BLVD E ,,From Motor Vehicle,LARCENY,43.051810882,-76.1124568239999,161
-8477327.26429575,5316454.14151116,2024/02/21 00:00:00+00,756,756,300 W KENNEDY ST   ,,All Other,LARCENY,43.0294410000001,-76.1531265,162
-8473400.85564797,5322226.12963167,2024/12/10 00:00:00+00,747,747,2100 JAMES ST     ,,All Other,LARCENY,43.0673322870001,-76.117854971,163
-8477327.26429575,5316454.14151116,2024/06/04 00:00:00+00,0,500,300 W KENNEDY ST     ,,Of Bicycle,MV THEFT,43.0294410000001,-76.1531265,164
-8482256.75562054,5321050.89210848,2024/04/01 00:00:00+00,0,0,2100 ERIE BLVD W ,,From Motor Vehicle,LARCENY,43.05961912,-76.197408874,165
-8479168.02269007,5323202.4034157,2024/07/28 00:00:00+00,700,700,2100 PARK ST     ,,From Motor Vehicle,LARCENY,43.073738903,-76.1696623139999,166
-8477327.26429575,5316454.14151116,2024/10/23 00:00:00+00,2230,2235,300 W KENNEDY ST     ,,,AGGRAVATED ASSAULT,43.0294410000001,-76.1531265,167
-8479168.02269007,5323202.4034157,2024/08/10 00:00:00+00,800,1030,2100 PARK ST     ,,All Other,LARCENY,43.073738903,-76.1696623139999,168
-8477327.26429575,5316454.14151116,2024/08/25 00:00:00+00,1300,700,300 W KENNEDY ST     ,,Of Bicycle,MV THEFT,43.0294410000001,-76.1531265,169
-8477327.26429575,5316454.14151116,2024/03/25 00:00:00+00,2056,2056,300 W KENNEDY ST     ,,,AGGRAVATED ASSAULT,43.0294410000001,-76.1531265,170
-8479757.53264205,5315869.34013913,2024/08/13 00:00:00+00,1900,1900,2100 S GEDDES ST     ,,From Building,BURGLARY,43.025600657,-76.174957972,171
-8476491.10953663,5315938.70911853,2024/12/19 00:00:00+00,1135,1135,2100 S  SALINA ST     ,,From Building,LARCENY,43.02605621,-76.145615194,172
-8477327.26429575,5316454.14151116,2024/07/18 00:00:00+00,0,630,300 W KENNEDY ST     ,,From Motor Vehicle,LARCENY,43.0294410000001,-76.1531265,173
-8477327.26429575,5316454.14151116,2024/03/31 00:00:00+00,1907,1907,300 W KENNEDY ST     ,Yes,All Other,LARCENY,43.0294410000001,-76.1531265,174
-8476491.10953663,5315938.70911853,2024/10/26 00:00:00+00,1643,1643,2100 S SALINA ST     ,,Of Bicycle,MV THEFT,43.02605621,-76.145615194,175
-8477327.26429575,5316454.14151116,2024/11/02 00:00:00+00,2117,2117,300 W KENNEDY ST     ,,,AGGRAVATED ASSAULT,43.0294410000001,-76.1531265,176
-8477327.26429575,5316454.14151116,2024/12/18 00:00:00+00,1249,1249,300 W KENNEDY ST     ,Yes,All Other,ROBBERY,43.0294410000001,-76.1531265,177
-8476491.10953663,5315938.70911853,2024/03/08 00:00:00+00,1000,1100,2100 S SALINA ST     ,,From Building,LARCENY,43.02605621,-76.145615194,178
-8477642.35400311,5321881.71958129,2024/09/16 00:00:00+00,2230,730,300 W KIRKPATRICK ST     ,,From Motor Vehicle,LARCENY,43.065072,-76.155956999,179
-8476199.95841784,5315774.20247774,2024/09/20 00:00:00+00,1300,1500,2100 S STATE ST     ,,Of Bicycle,MV THEFT,43.0249758730001,-76.1429997389999,180
-8477642.35400311,5321881.71958129,2024/07/25 00:00:00+00,200,300,300 W KIRKPATRICK ST     ,,,AGGRAVATED ASSAULT,43.065072,-76.155956999,181
-8472813.74518761,5319303.81944941,2024/07/30 00:00:00+00,1815,1815,2200 E FAYETTE ST     ,,Shoplifting,LARCENY,43.048151165,-76.112580868,182
-8476199.95841784,5315774.20247774,2024/09/28 00:00:00+00,2100,1456,2100 S STATE ST     ,,From Building,BURGLARY,43.0249758730001,-76.1429997389999,183
-8477642.35400311,5321881.71958129,2024/10/27 00:00:00+00,1834,1834,300 W KIRKPATRICK ST     ,,All Other,LARCENY,43.065072,-76.155956999,184
-8476431.21297141,5323113.38242895,2024/10/01 00:00:00+00,2228,2228,2200 GRANT BLVD   ,,All Other,LARCENY,43.073154747,-76.145077134,185
-8477725.80087453,5321863.76534014,2024/08/16 00:00:00+00,1722,1722,2200 LODI ST   ,Yes,All Other,LARCENY,43.064954168,-76.156706615,186
-8476199.95841784,5315774.20247774,2024/11/27 00:00:00+00,2206,2206,2100 S STATE ST     ,Yes,,AGGRAVATED ASSAULT,43.0249758730001,-76.1429997389999,187
-8479698.51572345,5315236.83929643,2024/01/19 00:00:00+00,800,925,2200 S  GEDDES ST     ,,All Other,LARCENY,43.021446805,-76.174427814,188
-8476460.47541464,5315849.59148466,2024/11/22 00:00:00+00,1446,1446,2200 S  SALINA ST     ,,Of Bicycle,MV THEFT,43.0254709650001,-76.1453400029999,189
-8476460.47541464,5315849.59148466,2024/11/17 00:00:00+00,1710,1800,2200 S SALINA ST     ,,From Motor Vehicle,LARCENY,43.0254709650001,-76.1453400029999,190
-8478661.26141367,5316781.70838345,2024/06/21 00:00:00+00,630,645,300 W ONONDAGA ST     ,,,AGGRAVATED ASSAULT,43.031592,-76.16511,191
-8476150.2502577,5315632.99309053,2024/07/15 00:00:00+00,811,811,2200 S  STATE ST     ,,From Building,LARCENY,43.024048517,-76.142553203,192
-8478661.26141367,5316781.70838345,2024/08/08 00:00:00+00,945,945,300 W ONONDAGA ST     ,,From Motor Vehicle,LARCENY,43.031592,-76.16511,193
-8476460.47541464,5315849.59148466,2024/09/06 00:00:00+00,1330,1715,2200 S SALINA ST     ,,From Motor Vehicle,MV THEFT,43.0254709650001,-76.1453400029999,194
-8478661.26141367,5316781.70838345,2024/03/25 00:00:00+00,1415,1415,300 W ONONDAGA ST     ,Yes,,AGGRAVATED ASSAULT,43.031592,-76.16511,195
-8476795.26844924,5314110.79702479,2024/09/02 00:00:00+00,1726,1815,300 W OSTRANDER AV   ,,,AGGRAVATED ASSAULT,43.0140510000001,-76.1483474999999,196
-8476460.47541464,5315849.59148466,2024/07/24 00:00:00+00,1710,1710,2200 S SALINA ST     ,,Pocket Picking,LARCENY,43.0254709650001,-76.1453400029999,197
-8476460.47541464,5315849.59148466,2024/07/24 00:00:00+00,2231,2234,2200 S SALINA ST     ,,,ROBBERY,43.0254709650001,-76.1453400029999,198
-8476795.26844924,5314110.79702479,2024/09/15 00:00:00+00,1740,2000,300 W OSTRANDER AV   ,Yes,,AGGRAVATED ASSAULT,43.0140510000001,-76.1483474999999,199
-8476460.47541464,5315849.59148466,2024/11/12 00:00:00+00,1600,615,2200 S SALINA ST     ,,Of Bicycle,MV THEFT,43.0254709650001,-76.1453400029999,200
-8476795.26844924,5314110.79702479,2024/02/10 00:00:00+00,857,900,300 W OSTRANDER AV   ,,Motor Vehicle,MV THEFT,43.0140510000001,-76.1483474999999,201
-8476795.26844924,5314110.79702479,2024/09/05 00:00:00+00,1945,1945,300 W OSTRANDER AV   ,,,AGGRAVATED ASSAULT,43.0140510000001,-76.1483474999999,202
-8472696.19926374,5319311.0439895,2024/08/24 00:00:00+00,1535,1535,2300 E FAYETTE ST   ,Yes,From Building,BURGLARY,43.0481985920001,-76.111524935,203
-8476460.47541464,5315849.59148466,2024/07/06 00:00:00+00,1540,1540,2200 S SALINA ST     ,,Unknown,LARCENY,43.0254709650001,-76.1453400029999,204
-8472140.61893597,5320071.27621132,2024/04/01 00:00:00+00,1230,1400,2300 ERIE BLVD E ,,Motor Vehicle,MV THEFT,43.05318909,-76.106534072,205
-8476542.97495718,5323143.15434071,2024/11/06 00:00:00+00,1359,1400,2300 GRANT BLVD   ,,All Other,LARCENY,43.073350111,-76.146081109,206
-8472140.61893597,5320071.27621132,2024/05/04 00:00:00+00,930,930,2300 ERIE BLVD E ,,All Other,LARCENY,43.05318909,-76.106534072,207
-8476150.2502577,5315632.99309053,2024/02/10 00:00:00+00,251,254,2200 S STATE ST     ,,Motor Vehicle,MV THEFT,43.024048517,-76.142553203,208
-8473143.89842584,5322380.59225966,2024/06/14 00:00:00+00,830,830,2300 JAMES ST   ,,Shoplifting,BURGLARY,43.0683459640001,-76.115546685,209
-8473143.89842584,5322380.59225966,2024/08/04 00:00:00+00,1952,1952,2300 JAMES ST     ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,210
-8473143.89842584,5322380.59225966,2024/09/24 00:00:00+00,849,849,2300 JAMES ST     ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,211
-8473143.89842584,5322380.59225966,2024/01/06 00:00:00+00,1837,1837,2300 JAMES ST   ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,212
-8473143.89842584,5322380.59225966,2024/07/27 00:00:00+00,1137,1147,2300 JAMES ST     ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,213
-8473143.89842584,5322380.59225966,2024/07/02 00:00:00+00,1947,1947,2300 JAMES ST     ,Yes,Shoplifting,LARCENY,43.0683459640001,-76.115546685,214
-8473143.89842584,5322380.59225966,2024/05/19 00:00:00+00,1620,1620,2300 JAMES ST     ,,All Other,LARCENY,43.0683459640001,-76.115546685,215
-8473143.89842584,5322380.59225966,2024/03/19 00:00:00+00,1038,1038,2300 JAMES ST     ,,All Other,LARCENY,43.0683459640001,-76.115546685,216
-8475127.64692873,5323723.61753817,2024/07/07 00:00:00+00,100,614,300 WAINWRIGHT AV   ,,Of Bicycle,MV THEFT,43.0771590000001,-76.133367001,217
-8473143.89842584,5322380.59225966,2024/10/16 00:00:00+00,1917,1917,2300 JAMES ST     ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,218
-8473143.89842584,5322380.59225966,2024/07/16 00:00:00+00,2141,2141,2300 JAMES ST     ,Yes,All Other,LARCENY,43.0683459640001,-76.115546685,219
-8475127.64692873,5323723.61753817,2024/06/23 00:00:00+00,355,821,300 WAINWRIGHT AV   ,,Of Bicycle,MV THEFT,43.0771590000001,-76.133367001,220
-8473143.89842584,5322380.59225966,2024/08/03 00:00:00+00,1330,1333,2300 JAMES ST     ,,Shoplifting,LARCENY,43.0683459640001,-76.115546685,221
