X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8472349.44628568,5317802.85871067,2024/06/23 00:00:00+00,630,730,1200 MEADOWBROOK DR     ,,From Motor Vehicle,LARCENY,43.0382970000001,-76.1084099999999,3270
-8476102.21957096,5323785.34242024,2024/01/17 00:00:00+00,1420,1610,100 LOMA AV ,,Motor Vehicle,MV THEFT,43.077564013,-76.142121736,3271
-8479620.05618786,5322321.931704,2024/07/08 00:00:00+00,1858,1858,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3272
-8477515.61687417,5312846.18318672,2024/12/27 00:00:00+00,1527,1527,1200 VALLEY DR     ,,All Other,LARCENY,43.005744,-76.1548185,3273
-8471136.17515553,5321703.44643068,2024/06/30 00:00:00+00,0,1335,100 LUDDINGTON ST     ,,From Motor Vehicle,LARCENY,43.063902,-76.0975109999999,3274
-8479620.05618786,5322321.931704,2024/07/08 00:00:00+00,1720,1720,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3275
-8477515.61687417,5312846.18318672,2024/10/30 00:00:00+00,0,2220,1200 VALLEY DR     ,,From Motor Vehicle,LARCENY,43.005744,-76.1548185,3276
-8474250.87691945,5319449.53057776,2024/06/19 00:00:00+00,2152,2152,100 LOMBARD AV ,,,ROBBERY,43.0491077090001,-76.125490842,3277
-8479620.05618786,5322321.931704,2024/08/16 00:00:00+00,1128,1128,1 DESTINY USA DR,,,BURGLARY,43.067961,-76.1737229999999,3278
-8477515.61687417,5312846.18318672,2024/10/03 00:00:00+00,42,42,1200 VALLEY DR   ,Yes,From Motor Vehicle,LARCENY,43.005744,-76.1548185,3279
-8473751.57093197,5319679.59906505,2024/04/18 00:00:00+00,1600,600,100 LYNCH ST   ,,From Building,BURGLARY,43.050618,-76.1210055,3280
-8479620.05618786,5322321.931704,2024/04/11 00:00:00+00,1837,1837,1 DESTINY USA DR,Yes,All Other,LARCENY,43.067961,-76.1737229999999,3281
-8474959.83268504,5319083.22361694,2024/01/02 00:00:00+00,1729,1729,1200 W  GENESEE ST     ,Yes,From Building,LARCENY,43.046703,-76.1318595,3282
-8473751.57093197,5319679.59906505,2024/01/09 00:00:00+00,1118,1118,100 LYNCH ST   ,,All Other,LARCENY,43.050618,-76.1210055,3283
-8479620.05618786,5322321.931704,2024/08/19 00:00:00+00,1532,1532,1 DESTINY USA DR,,Shoplifting,ROBBERY,43.067961,-76.1737229999999,3284
-8474944.80455378,5319302.57567808,2024/05/08 00:00:00+00,200,200,1200 W FAYETTE ST     ,,From Building,BURGLARY,43.048143,-76.1317245,3285
-8474996.6863383,5315824.67959994,2024/02/12 00:00:00+00,1715,745,100 LORRAINE AV N ,,Motor Vehicle,MV THEFT,43.0253073650001,-76.1321905619999,3286
-8479620.05618786,5322321.931704,2024/03/15 00:00:00+00,1530,1530,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3287
-8474959.83268504,5319083.22361694,2024/10/25 00:00:00+00,130,130,1200 W GENESEE ST     ,,,BURGLARY,43.046703,-76.1318595,3288
-8473751.57093197,5319679.59906505,2024/05/30 00:00:00+00,2055,2055,100 LYNCH ST     ,,All Other,LARCENY,43.050618,-76.1210055,3289
-8479620.05618786,5322321.931704,2024/08/17 00:00:00+00,1400,1430,1 DESTINY USA DR,,,BURGLARY,43.067961,-76.1737229999999,3290
-8474959.83268504,5319083.22361694,2024/04/13 00:00:00+00,1200,1600,1200 W GENESEE ST     ,,From Motor Vehicle,LARCENY,43.046703,-76.1318595,3291
-8473751.57093197,5319679.59906505,2024/06/27 00:00:00+00,942,942,100 LYNCH ST     ,,Of MV Parts/Accessories,LARCENY,43.050618,-76.1210055,3292
-8479620.05618786,5322321.931704,2024/08/18 00:00:00+00,1154,1154,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3293
-8474959.83268504,5319083.22361694,2024/01/29 00:00:00+00,0,929,1200 W GENESEE ST     ,,Of Bicycle,BURGLARY,43.046703,-76.1318595,3294
-8473217.07050825,5322981.60303909,2024/01/16 00:00:00+00,1130,1530,100 LINWILL TER  ,,All Other,LARCENY,43.0722900000001,-76.116204001,3295
-8479620.05618786,5322321.931704,2024/08/18 00:00:00+00,1803,1803,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3296
-8474959.83268504,5319083.22361694,2024/07/11 00:00:00+00,300,325,1200 W GENESEE ST     ,,All Other,LARCENY,43.046703,-76.1318595,3297
-8477040.22698873,5318848.796794,2024/02/25 00:00:00+00,1900,1200,100 MADISON ST   ,,From Motor Vehicle,LARCENY,43.0451640000001,-76.150548,3298
-8479620.05618786,5322321.931704,2024/07/12 00:00:00+00,1619,1619,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3299
-8474959.83268504,5319083.22361694,2024/06/25 00:00:00+00,149,149,1200 W GENESEE ST     ,Yes,Of Bicycle,MV THEFT,43.046703,-76.1318595,3300
-8477868.08933634,5313165.07018323,2024/04/04 00:00:00+00,1930,2130,100 MAINS AV   ,,Of Bicycle,MV THEFT,43.007838812,-76.157984814,3301
-8479620.05618786,5322321.931704,2024/07/12 00:00:00+00,1554,1554,1 DESTINY USA DR,,Of Bicycle,MV THEFT,43.067961,-76.1737229999999,3302
-8479629.14286394,5317552.53223169,2024/08/19 00:00:00+00,1135,1135,1100 S GEDDES ST     ,,All Other,LARCENY,43.0366533930001,-76.173804627,3303
-8479815.96491069,5319082.06365428,2024/07/15 00:00:00+00,940,1245,100 MAGNOLIA ST     ,,From Building,BURGLARY,43.0466953850001,-76.175482878,3304
-8479620.05618786,5322321.931704,2024/08/21 00:00:00+00,1207,1207,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3305
-8476941.44741594,5317501.43033205,2024/07/17 00:00:00+00,1027,1027,1100 S  SALINA ST     ,Yes,,AGGRAVATED ASSAULT,43.0363178600001,-76.149660648,3306
-8479620.05618786,5322321.931704,2024/04/26 00:00:00+00,1247,1247,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3307
-8476021.58552045,5323870.38307245,2024/01/18 00:00:00+00,2100,820,100 MALVERNE DR     ,,Motor Vehicle,MV THEFT,43.0781220100001,-76.141397388,3308
-8479629.14286394,5317552.53223169,2024/03/27 00:00:00+00,1238,1238,1100 S GEDDES ST     ,,Of Bicycle,MV THEFT,43.0366533930001,-76.173804627,3309
-8479620.05618786,5322321.931704,2024/07/11 00:00:00+00,1350,1350,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3310
-8474244.28903198,5318990.02233264,2024/06/06 00:00:00+00,2000,1000,100 MAPLE TER    ,,Of Bicycle,MV THEFT,43.0460911430001,-76.125431662,3311
-8479629.14286394,5317552.53223169,2024/02/13 00:00:00+00,930,930,1100 S GEDDES ST     ,,Motor Vehicle,MV THEFT,43.0366533930001,-76.173804627,3312
-8479620.05618786,5322321.931704,2024/08/20 00:00:00+00,1301,1301,1 DESTINY USA DR,,,BURGLARY,43.067961,-76.1737229999999,3313
-8474244.28903198,5318990.02233264,2024/03/27 00:00:00+00,1454,1454,100 MAPLE TER    ,,All Other,LARCENY,43.0460911430001,-76.125431662,3314
-8476941.44741594,5317501.43033205,2024/07/18 00:00:00+00,2045,2045,1100 S SALINA ST   ,,From Motor Vehicle,LARCENY,43.0363178600001,-76.149660648,3315
-8479620.05618786,5322321.931704,2024/08/20 00:00:00+00,1915,1915,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3316
-8474244.28903198,5318990.02233264,2024/04/23 00:00:00+00,935,935,100 MAPLE TER    ,,All Other,LARCENY,43.0460911430001,-76.125431662,3317
-8476941.44741594,5317501.43033205,2024/09/21 00:00:00+00,651,656,1100 S SALINA ST     ,Yes,,AGGRAVATED ASSAULT,43.0363178600001,-76.149660648,3318
-8479620.05618786,5322321.931704,2024/08/20 00:00:00+00,1848,1848,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3319
-8474244.28903198,5318990.02233264,2024/06/21 00:00:00+00,1223,1223,100 MAPLE TER    ,Yes,,AGGRAVATED ASSAULT,43.0460911430001,-76.125431662,3320
-8476941.44741594,5317501.43033205,2024/05/20 00:00:00+00,545,545,1100 S SALINA ST     ,,,AGGRAVATED ASSAULT,43.0363178600001,-76.149660648,3321
-8479620.05618786,5322321.931704,2024/08/20 00:00:00+00,1916,1916,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3322
-8474244.28903198,5318990.02233264,2024/04/10 00:00:00+00,900,1620,100 MAPLE TER    ,,All Other,LARCENY,43.0460911430001,-76.125431662,3323
-8476941.44741594,5317501.43033205,2024/02/09 00:00:00+00,1705,1705,1100 S SALINA ST     ,Yes,Motor Vehicle,MV THEFT,43.0363178600001,-76.149660648,3324
-8479620.05618786,5322321.931704,2024/08/29 00:00:00+00,1051,1051,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3325
-8474244.28903198,5318990.02233264,2024/01/22 00:00:00+00,1000,1400,100 MAPLE TER    ,,From Building,BURGLARY,43.0460911430001,-76.125431662,3326
-8470980.02953219,5319187.85680202,2024/05/31 00:00:00+00,1750,1750,1100 SALT SPRINGS RD     ,,All Other,LARCENY,43.0473898990001,-76.09610832,3327
-8479620.05618786,5322321.931704,2024/08/20 00:00:00+00,1932,1932,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3328
-8477751.0575972,5312129.6902515,2024/07/11 00:00:00+00,1120,1120,100 MARIS DR     ,,All Other,LARCENY,43.0010370000001,-76.1569335,3329
-8477919.11462869,5316115.06965602,2024/11/01 00:00:00+00,2000,700,1100 SOUTH AV   ,,Of Bicycle,MV THEFT,43.0272143720001,-76.158443182,3330
-8479620.05618786,5322321.931704,2024/07/12 00:00:00+00,1511,1511,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3331
-8477453.5005983,5313292.82032594,2024/03/22 00:00:00+00,1930,700,100 MARLETT ST     ,,From Motor Vehicle,LARCENY,43.008678,-76.1542605,3332
-8477919.11462869,5316115.06965602,2024/06/09 00:00:00+00,1457,1457,1100 SOUTH AV   ,,,AGGRAVATED ASSAULT,43.0272143720001,-76.158443182,3333
-8479620.05618786,5322321.931704,2024/09/03 00:00:00+00,1506,1506,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3334
-8474244.28903198,5318990.02233264,2024/07/11 00:00:00+00,2300,930,100 MAPLE TER    ,,Of Bicycle,MV THEFT,43.0460911430001,-76.125431662,3335
-8477919.11462869,5316115.06965602,2024/12/08 00:00:00+00,440,1000,1100 SOUTH AVE    ,,,BURGLARY,43.0272143720001,-76.158443182,3336
-8479620.05618786,5322321.931704,2024/07/04 00:00:00+00,1320,1320,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3337
-8475489.13404327,5323857.26139211,2024/03/13 00:00:00+00,1350,1350,100 MAPLEHURST AV   ,,Of Bicycle,MV THEFT,43.0780359120001,-76.136614295,3338
-8477515.57524068,5322668.41304439,2024/11/07 00:00:00+00,1622,1622,1100 SPRING ST     ,,All Other,LARCENY,43.070234773,-76.154818126,3339
-8479620.05618786,5322321.931704,2024/09/03 00:00:00+00,1611,1611,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,3340
-8475489.13404327,5323857.26139211,2024/05/22 00:00:00+00,1300,1300,100 MAPLEHURST AV ,,All Other,LARCENY,43.0780359120001,-76.136614295,3341
-8476706.28888782,5317947.16256965,2024/08/16 00:00:00+00,159,219,1100 S STATE ST     ,,From Motor Vehicle,LARCENY,43.039244458,-76.147548183,3342
-8479620.05618786,5322321.931704,2024/03/24 00:00:00+00,1436,1436,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3343
-8475489.13404327,5323857.26139211,2024/01/17 00:00:00+00,1400,1900,100 MAPLEHURST AVE    ,,All Other,LARCENY,43.0780359120001,-76.136614295,3344
-8480392.02323803,5316529.69848968,2024/10/04 00:00:00+00,2300,424,1100 STOLP AV   ,,Of Bicycle,MV THEFT,43.029937159,-76.1806576979999,3345
-8479620.05618786,5322321.931704,2024/09/04 00:00:00+00,1554,1554,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3346
-8476316.36821499,5310157.03150466,2024/03/08 00:00:00+00,2130,2330,100 MAPLEWOOD AV ,,Of Bicycle,MV THEFT,42.9880757560001,-76.144045466,3347
-8473902.13310362,5321299.88622181,2024/01/19 00:00:00+00,1145,1515,1100 TEALL AV   ,,From Building,BURGLARY,43.0612533670001,-76.1223580229999,3348
-8479620.05618786,5322321.931704,2024/09/04 00:00:00+00,1935,1935,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3349
-8476316.36821499,5310157.03150466,2024/05/20 00:00:00+00,130,544,100 MAPLEWOOD AV   ,,Of Bicycle,MV THEFT,42.9880757560001,-76.144045466,3350
-8473902.13310362,5321299.88622181,2024/11/09 00:00:00+00,1010,1010,1100 TEALL AV   ,Yes,All Other,LARCENY,43.0612533670001,-76.1223580229999,3351
-8479620.05618786,5322321.931704,2024/08/28 00:00:00+00,1333,1333,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3352
-8476316.36821499,5310157.03150466,2024/05/22 00:00:00+00,0,700,100 MAPLEWOOD AV   ,,From Motor Vehicle,LARCENY,42.9880757560001,-76.144045466,3353
-8477546.18765537,5312971.92049656,2024/05/13 00:00:00+00,900,1100,1100 VALLEY DR     ,,From Motor Vehicle,LARCENY,43.0065699940001,-76.155093122,3354
-8479620.05618786,5322321.931704,2024/07/04 00:00:00+00,1840,1840,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3355
-8476989.8683888,5315916.69767147,2024/03/15 00:00:00+00,455,455,100 MARK AV   ,Yes,Of Bicycle,MV THEFT,43.025911659,-76.1500956209999,3356
-8479269.97831926,5320339.71910837,2024/09/04 00:00:00+00,800,1600,1100 W  BELDEN AVE    ,,All Other,LARCENY,43.05495117,-76.1705781969999,3357
-8480290.09788775,5316939.79388737,2024/02/01 00:00:00+00,240,240,100 MARKLAND AV ,,Motor Vehicle,MV THEFT,43.0326300570001,-76.179742087,3358
-8479620.05618786,5322321.931704,2024/09/02 00:00:00+00,1553,1553,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3359
-8479269.97831926,5320339.71910837,2024/01/02 00:00:00+00,1130,1130,1100 W  BELDEN AVE  ,,All Other,LARCENY,43.05495117,-76.1705781969999,3360
-8480290.09788775,5316939.79388737,2024/07/10 00:00:00+00,1200,615,100 MARKLAND AV   ,,Of Bicycle,MV THEFT,43.0326300570001,-76.179742087,3361
-8479620.05618786,5322321.931704,2024/04/28 00:00:00+00,1809,1809,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3362
-8479269.97831926,5320339.71910837,2024/08/25 00:00:00+00,1230,1230,1100 W BELDEN AV   ,,From Motor Vehicle,LARCENY,43.05495117,-76.1705781969999,3363
-8475486.20489351,5318301.22530509,2024/06/19 00:00:00+00,949,949,100 MARSHALL ST   ,Yes,,AGGRAVATED ASSAULT,43.041569071,-76.136587982,3364
-8479620.05618786,5322321.931704,2024/09/06 00:00:00+00,1109,1109,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3365
-8477756.95719624,5315506.08696401,2024/07/31 00:00:00+00,2300,550,1100 W COLVIN ST     ,,Of Bicycle,MV THEFT,43.023215082,-76.1569864969999,3366
-8475486.20489351,5318301.22530509,2024/07/12 00:00:00+00,1928,1928,100 MARSHALL ST     ,Yes,,AGGRAVATED ASSAULT,43.041569071,-76.136587982,3367
-8479620.05618786,5322321.931704,2024/09/06 00:00:00+00,1902,1902,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3368
-8479317.13214237,5318968.07011124,2024/08/06 00:00:00+00,1518,1518,1100 W FAYETTE ST     ,Yes,From Building,BURGLARY,43.0459470280001,-76.171001787,3369
-8475486.20489351,5318301.22530509,2024/09/18 00:00:00+00,1832,1832,100 MARSHALL ST     ,,All Other,LARCENY,43.041569071,-76.136587982,3370
-8479620.05618786,5322321.931704,2024/03/23 00:00:00+00,1238,1238,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3371
-8482074.86179897,5320738.86500196,2024/02/07 00:00:00+00,1221,1221,1100 WILLIS AV ,,From Building,LARCENY,43.0575711010001,-76.195774894,3372
-8475486.20489351,5318301.22530509,2024/03/31 00:00:00+00,2054,2140,100 MARSHALL ST     ,,From Building,LARCENY,43.041569071,-76.136587982,3373
-8479620.05618786,5322321.931704,2024/09/06 00:00:00+00,1700,1715,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,3374
-8476121.83773879,5317979.36347985,2024/10/11 00:00:00+00,1236,1236,1200 ALMOND ST     ,,All Other,LARCENY,43.0394558780001,-76.142297969,3375
-8475486.20489351,5318301.22530509,2024/01/20 00:00:00+00,0,130,100 MARSHALL ST     ,,From Building,LARCENY,43.041569071,-76.136587982,3376
-8479620.05618786,5322321.931704,2024/09/07 00:00:00+00,2052,2052,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3377
-8479211.41179932,5317176.51816875,2024/03/10 00:00:00+00,1740,1740,1100 W ONONDAGA ST     ,,Of Bicycle,MV THEFT,43.034184457,-76.170052085,3378
-8475486.20489351,5318301.22530509,2024/09/26 00:00:00+00,1303,1303,100 MARSHALL ST     ,,All Other,LARCENY,43.041569071,-76.136587982,3379
-8479620.05618786,5322321.931704,2024/09/04 00:00:00+00,1948,1948,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3380
-8477765.01260856,5324235.00103532,2024/08/18 00:00:00+00,2115,2115,1100 WOLF ST     ,,From Building,BURGLARY,43.080514405,-76.1570588599999,3381
-8475486.20489351,5318301.22530509,2024/08/29 00:00:00+00,1926,1926,100 MARSHALL ST     ,,Motor Vehicle,MV THEFT,43.041569071,-76.136587982,3382
-8479620.05618786,5322321.931704,2024/07/06 00:00:00+00,1350,1350,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3383
-8476121.83773879,5317979.36347985,2024/02/13 00:00:00+00,0,1124,1200 ALMOND ST     ,,All Other,LARCENY,43.0394558780001,-76.142297969,3384
-8475486.20489351,5318301.22530509,2024/06/28 00:00:00+00,2145,2230,100 MARSHALL ST     ,,From Motor Vehicle,LARCENY,43.041569071,-76.136587982,3385
-8479620.05618786,5322321.931704,2024/08/29 00:00:00+00,400,400,1 DESTINY USA DR,,From Building,BURGLARY,43.067961,-76.1737229999999,3386
-8476121.83773879,5317979.36347985,2024/01/30 00:00:00+00,1159,834,1200 ALMOND ST   ,,From Building,LARCENY,43.0394558780001,-76.142297969,3387
-8475486.20489351,5318301.22530509,2024/08/02 00:00:00+00,1214,1214,100 MARSHALL ST     ,Yes,Shoplifting,LARCENY,43.041569071,-76.136587982,3388
-8479620.05618786,5322321.931704,2024/08/29 00:00:00+00,1217,1217,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3389
-8476121.83773879,5317979.36347985,2024/08/19 00:00:00+00,1700,1900,1200 ALMOND ST     ,,From Building,LARCENY,43.0394558780001,-76.142297969,3390
-8475486.20489351,5318301.22530509,2024/03/06 00:00:00+00,2220,2221,100 MARSHALL ST   ,,All Other,LARCENY,43.041569071,-76.136587982,3391
-8479620.05618786,5322321.931704,2024/08/29 00:00:00+00,1507,1507,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3392
-8476121.83773879,5317979.36347985,2024/09/09 00:00:00+00,1124,1124,1200 ALMOND ST     ,,All Other,LARCENY,43.0394558780001,-76.142297969,3393
-8477935.40267395,5313797.02530839,2024/04/30 00:00:00+00,2100,1150,100 MARVIN RD     ,,Motor Vehicle,MV THEFT,43.01199,-76.1585894999999,3394
-8479620.05618786,5322321.931704,2024/08/29 00:00:00+00,1728,1728,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3395
-8476121.83773879,5317979.36347985,2024/03/01 00:00:00+00,857,857,1200 ALMOND ST     ,,All Other,LARCENY,43.0394558780001,-76.142297969,3396
-8471049.51293195,5319694.68031698,2024/05/10 00:00:00+00,2300,730,100 MELBOURNE AV   ,Yes,Of Bicycle,BURGLARY,43.0507170000001,-76.0967325,3397
-8479620.05618786,5322321.931704,2024/03/26 00:00:00+00,1439,1439,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3398
-8476121.83773879,5317979.36347985,2024/09/07 00:00:00+00,2100,1703,1200 ALMOND ST     ,,From Motor Vehicle,LARCENY,43.0394558780001,-76.142297969,3399
-8477037.22136248,5323545.30922728,2024/04/22 00:00:00+00,2100,700,100 MICHAELS AV   ,,Of Bicycle,MV THEFT,43.075989,-76.150521,3400
-8479620.05618786,5322321.931704,2024/07/07 00:00:00+00,1125,1125,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3401
-8476121.83773879,5317979.36347985,2024/04/01 00:00:00+00,1154,1154,1200 ALMOND ST     ,,Shoplifting,LARCENY,43.0394558780001,-76.142297969,3402
-8473261.15291528,5317372.45423193,2024/10/23 00:00:00+00,600,600,100 MILES AV   ,,From Motor Vehicle,LARCENY,43.035471,-76.1165999999999,3403
-8479620.05618786,5322321.931704,2024/03/24 00:00:00+00,1100,1200,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,3404
-8475486.20489351,5318301.22530509,2024/07/29 00:00:00+00,1119,1119,100 MARSHALL ST     ,,All Other,LARCENY,43.041569071,-76.136587982,3405
-8476121.83773879,5317979.36347985,2024/03/02 00:00:00+00,2213,2240,1200 ALMOND ST     ,,From Motor Vehicle,LARCENY,43.0394558780001,-76.142297969,3406
-8479620.05618786,5322321.931704,2024/03/25 00:00:00+00,1104,1104,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3407
-8476839.83364891,5316996.86180036,2024/11/14 00:00:00+00,1307,1307,100 MARTIN LUTHER KING      E ,,Of Bicycle,MV THEFT,43.0330047850001,-76.148747836,3408
-8476121.83773879,5317979.36347985,2024/05/01 00:00:00+00,1600,1600,1200 ALMOND ST     ,Yes,,AGGRAVATED ASSAULT,43.0394558780001,-76.142297969,3409
-8479620.05618786,5322321.931704,2024/09/02 00:00:00+00,2003,2003,1 DESTINY USA DR,,From Building,BURGLARY,43.067961,-76.1737229999999,3410
-8476839.83364891,5316996.86180036,2024/11/18 00:00:00+00,700,951,100 MARTIN LUTHER KING      E ,Yes,Of Bicycle,MV THEFT,43.0330047850001,-76.148747836,3411
-8476121.83773879,5317979.36347985,2024/09/18 00:00:00+00,1300,800,1200 ALMOND ST     ,,From Building,BURGLARY,43.0394558780001,-76.142297969,3412
-8479620.05618786,5322321.931704,2024/07/06 00:00:00+00,1211,1211,1 DESTINY USA DR,Yes,,BURGLARY,43.067961,-76.1737229999999,3413
-8476861.99702556,5317007.71748703,2024/12/12 00:00:00+00,900,1700,100 MARTIN LUTHER KING      W ,,All Other,LARCENY,43.033076067,-76.1489469329999,3414
-8479801.039416,5316980.90282775,2024/03/29 00:00:00+00,2200,2200,1200 BELLEVUE AV   ,,Of Bicycle,MV THEFT,43.0328999930001,-76.1753487999999,3415
-8479620.05618786,5322321.931704,2024/09/01 00:00:00+00,1446,1446,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3416
-8476861.99702556,5317007.71748703,2024/06/01 00:00:00+00,1653,1653,100 MARTIN LUTHER KING  W,Yes,,MURDER,43.033076067,-76.1489469329999,3417
-8476121.83773879,5317979.36347985,2024/09/11 00:00:00+00,1635,652,1200 ALMOND ST     ,,From Building,LARCENY,43.0394558780001,-76.142297969,3418
-8479620.05618786,5322321.931704,2024/09/01 00:00:00+00,1528,1528,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3419
-8476656.81661368,5323860.78070367,2024/03/14 00:00:00+00,1110,1110,100 MARTIN ST     ,,All Other,LARCENY,43.0780590040001,-76.147103766,3420
-8474959.83268504,5319083.22361694,2024/04/04 00:00:00+00,255,259,1200 W GENESEE ST     ,,From Motor Vehicle,LARCENY,43.046703,-76.1318595,3421
-8479620.05618786,5322321.931704,2024/09/01 00:00:00+00,1705,1705,1 DESTINY USA DR,Yes,From Building,LARCENY,43.067961,-76.1737229999999,3422
-8476656.81661368,5323860.78070367,2024/12/18 00:00:00+00,300,721,100 MARTIN ST     ,,Of Bicycle,MV THEFT,43.0780590040001,-76.147103766,3423
-8482157.30568177,5320984.90299409,2024/11/16 00:00:00+00,441,441,1200 WILLIS AV   ,,From Building,BURGLARY,43.0591860000001,-76.1965155,3424
-8479620.05618786,5322321.931704,2024/09/02 00:00:00+00,1228,1228,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3425
-8471020.95948256,5322382.27392335,2024/09/18 00:00:00+00,837,837,100 MILFORD DR   E ,,All Other,LARCENY,43.068357,-76.0964759999999,3426
-8472991.14749036,5316606.27365174,2024/08/30 00:00:00+00,2300,351,1200 WESTMORELAND AV   ,Yes,Of Bicycle,BURGLARY,43.0304400000001,-76.1141744999999,3427
-8479620.05618786,5322321.931704,2024/07/13 00:00:00+00,1505,1505,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3428
-8471020.95948256,5322382.27392335,2024/10/15 00:00:00+00,1015,1030,100 MILFORD DR   W ,,All Other,LARCENY,43.068357,-76.0964759999999,3429
-8482157.30568177,5320984.90299409,2024/04/15 00:00:00+00,34,50,1200 WILLIS AV   ,,From Motor Vehicle,LARCENY,43.0591860000001,-76.1965155,3430
-8479620.05618786,5322321.931704,2024/07/06 00:00:00+00,2003,2003,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,3431
-8475013.43301986,5317338.1872113,2024/03/24 00:00:00+00,900,2030,100 MOUNT OLYMPUS DR     ,,All Other,LARCENY,43.035246,-76.1323409999999,3432
-8476211.17508105,5322419.30229642,2024/08/27 00:00:00+00,2313,2313,1300 BUTTERNUT ST     ,,All Other,LARCENY,43.0686000000001,-76.1431004999999,3433
-8479620.05618786,5322321.931704,2024/07/31 00:00:00+00,1351,1351,1 DESTINY USA DR,Yes,,BURGLARY,43.067961,-76.1737229999999,3434
-8475013.43301986,5317338.1872113,2024/05/23 00:00:00+00,1700,700,100 MOUNT OLYMPUS DR     ,,From Building,LARCENY,43.035246,-76.1323409999999,3435
-8476211.17508105,5322419.30229642,2024/06/01 00:00:00+00,1536,1536,1300 BUTTERNUT ST     ,Yes,,BURGLARY,43.0686000000001,-76.1431004999999,3436
-8479620.05618786,5322321.931704,2024/07/19 00:00:00+00,1341,1341,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,3437
-8475013.43301986,5317338.1872113,2024/04/14 00:00:00+00,2255,2315,100 MOUNT OLYMPUS DR     ,,All Other,LARCENY,43.035246,-76.1323409999999,3438
